,text,book,line,string,me,num_proper_nouns,total_words,meter
74,iliad,1,164,Τρώων ἐκπέρσωσ εὖ ναιόμενον πτολίεθρον,0.2820827977643341,1,5,SSSDDA
75,iliad,1,169,νῦν δ εἶμι Φθίην δ ἐπεί ἦ πολύ φέρτερόν ἐστιν,0.293176020934407,1,10,SSDDDA
76,iliad,1,172,τόν δ ἠμείβετ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων,9.85314911325763,1,7,SDDSDA
77,iliad,1,175,οἵ κέ με τιμήσουσι μάλιστα δέ μητίετα Ζεύς,0.1276038560562047,1,8,DSDDDA
78,iliad,1,180,Μυρμιδόνεσσιν ἄνασσε σέθεν δ ἐγώ οὐκ ἀλεγίζω,0.1130395008000641,1,7,DDDDDA
79,iliad,1,182,ὡς ἔμ ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων,0.2117224066264894,3,6,DSSDDA
80,iliad,1,184,πέμψω ἐγώ δέ κ ἄγω Βρισηΐδα καλλιπάρῃον,0.233440143469464,1,7,DDSDDA
81,iliad,1,188,ὥς φάτο Πηλεΐωνι δ ἄχος γένετ ἐν δέ οἱ ἦτορ,0.3854909148072163,1,10,DDDDDA
82,iliad,1,191,τούς μέν ἀναστήσειεν ὅ δ Ἀτρεΐδην ἐναρίζοι,0.2069968468671838,1,7,DSDDDA
83,iliad,1,194,ἕλκετο δ ἐκ κολεοῖο μέγα ξίφος ἦλθε δ Ἀθήνη,0.0699239619541286,1,9,DDDDDA
84,iliad,1,195,οὐρανόθεν πρό γάρ ἧκε θεά λευκώλενος Ἥρη,0.2976453511170823,1,7,DDDSDA
85,iliad,1,197,στῆ δ ὄπιθεν ξανθῆς δέ κόμης ἕλε Πηλεΐωνα,0.0921425593331077,1,8,DSDDDA
86,iliad,1,199,θάμβησεν δ Ἀχιλεύς μετά δ ἐτράπετ αὐτίκα δ ἔγνω,0.0644513921242934,1,9,SDDDDA
87,iliad,1,200,Παλλάδ Ἀθηναίην δεινώ δέ οἱ ὄσσε φάανθεν,0.5160449127966246,2,7,DSSDDA
88,iliad,1,202,τίπτ αὖτ αἰγιόχοιο Διός τέκος εἰλήλουθας,0.2854461859606768,1,6,SDDDSA
89,iliad,1,203,ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεΐδαο,0.1639344030284917,2,6,DDDDDA
90,iliad,1,206,τόν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,23.520180402042637,1,7,SDDSDA
91,iliad,1,208,οὐρανόθεν πρό δέ μ ἧκε θεά λευκώλενος Ἥρη,0.3940680636023565,1,8,DDDSDA
92,iliad,1,215,τήν δ ἀπαμειβόμενος προσέφη πόδας ὠκύς Ἀχιλλεύς,15.682055514127372,1,7,DDDDDA
93,iliad,1,221,μύθῳ Ἀθηναίης ἥ δ Οὔλυμπον δέ βεβήκει,0.0878075298692971,2,7,DSSSDA
94,iliad,1,222,δώματ ἐς αἰγιόχοιο Διός μετά δαίμονας ἄλλους,0.0399541780579084,1,7,DDDDDA
95,iliad,1,223,Πηλεΐδης δ ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν,0.1591846411476545,1,5,DSDSDA
96,iliad,1,224,Ἀτρεΐδην προσέειπε καί οὔ πω λῆγε χόλοιο,0.1471076701718194,1,7,DDDSDA
97,iliad,1,227,οὔτε λόχον δ ἰέναι σύν ἀριστήεσσιν Ἀχαιῶν,0.0473407316731056,1,7,DDDSDA
98,iliad,1,229,ἦ πολύ λώϊόν ἐστι κατά στρατόν εὐρύν Ἀχαιῶν,0.3643710430249884,1,8,DDDDDA
99,iliad,1,232,ἦ γάρ ἄν Ἀτρεΐδη νῦν ὕστατα λωβήσαιο,0.2676080622914654,1,7,DDSDSA
100,iliad,1,237,φύλλά τε καί φλοιόν νῦν αὖτέ μιν υἷες Ἀχαιῶν,0.1701049308679979,1,9,DSSDDA
101,iliad,1,239,πρός Διός εἰρύαται ὅ δέ τοι μέγας ἔσσεται ὅρκος,0.0714657233287869,1,9,DDDDDA
102,iliad,1,240,ἦ ποτ Ἀχιλλῆος ποθή ἵξεται υἷας Ἀχαιῶν,0.09392504462086,2,7,DSDDDA
103,iliad,1,242,χραισμεῖν εὖτ ἄν πολλοί ὑφ Ἕκτορος ἀνδροφόνοιο,0.1922824182759258,1,7,SSDDDA
104,iliad,1,244,χωόμενος ὅ τ ἄριστον Ἀχαιῶν οὐδέν ἔτισας,0.1085567223352473,1,7,DDDSDA
105,iliad,1,245,ὥς φάτο Πηλεΐδης ποτί δέ σκῆπτρον βάλε γαίῃ,0.1675759086889009,1,8,DDDSDA
106,iliad,1,247,Ἀτρεΐδης δ ἑτέρωθεν ἐμήνιε τοῖσι δέ Νέστωρ,0.2044113857844366,2,7,DDDDDA
107,iliad,1,248,ἡδυεπής ἀνόρουσε λιγύς Πυλίων ἀγορητής,0.1877384051848532,1,5,DDDDDA
108,iliad,1,252,ἐν Πύλῳ ἠγαθέῃ μετά δέ τριτάτοισιν ἄνασσεν,0.1768176887967108,1,7,DDDDDA
109,iliad,1,254,ὦ πόποι ἦ μέγα πένθος Ἀχαιΐδα γαῖαν ἱκάνει,0.33298351844354,1,8,DDDDDA
110,iliad,1,255,ἦ κεν γηθήσαι Πρίαμος Πριάμοιό τε παῖδες,0.1477638749245026,2,7,SSDDDA
111,iliad,1,256,ἄλλοι τε Τρῶες μέγα κεν κεχαροίατο θυμῷ,0.01112063642358,1,7,SSDDDA
112,iliad,1,258,οἵ περί μέν βουλήν Δαναῶν περί δ ἐστέ μάχεσθαι,0.0357896558881899,1,9,DSDDDA
113,iliad,1,263,οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν,0.0900869087432866,2,7,SDDDDA
114,iliad,1,264,Καινέα τ Ἐξάδιόν τε καί ἀντίθεον Πολύφημον,0.1930512938328317,3,7,DDDDDA
115,iliad,1,265,Θησέα τ Αἰγεΐδην ἐπιείκελον ἀθανάτοισιν,0.1363287568133666,2,5,DDDDDA
116,iliad,1,269,καί μέν τοῖσιν ἐγώ μεθομίλεον ἐκ Πύλου ἐλθών,0.0414732050531656,1,8,SDDDDA
117,iliad,1,276,ἀλλ ἔα ὥς οἱ πρῶτα δόσαν γέρας υἷες Ἀχαιῶν,0.0648762542128833,1,9,DSDDDA
118,iliad,1,277,μήτε σύ Πηλείδη ἔθελ ἐριζέμεναι βασιλῆϊ,0.1477808157837872,1,6,NNNNNN
119,iliad,1,279,σκηπτοῦχος βασιλεύς ᾧ τε Ζεύς κῦδος ἔδωκεν,0.2138089915859481,1,7,SDSSDA
120,iliad,1,282,Ἀτρεΐδη σύ δέ παῦε τεόν μένος αὐτάρ ἔγωγε,0.103919006417325,1,8,DDDDDA
121,iliad,1,283,λίσσομ Ἀχιλλῆϊ μεθέμεν χόλον ὅς μέγα πᾶσιν,0.0564583987175812,1,7,DSDDDA
122,iliad,1,284,ἕρκος Ἀχαιοῖσιν πέλεται πολέμοιο κακοῖο,0.0683393118207441,1,5,DSDDDA
123,iliad,1,285,τόν δ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,17.41967557449457,1,6,DDDSDA
124,iliad,1,292,τόν δ ἄρ ὑποβλήδην ἠμείβετο δῖος Ἀχιλλεύς,1.70716070887992,1,7,DSSDDA
125,iliad,1,305,ἀνστήτην λῦσαν δ ἀγορήν παρά νηυσίν Ἀχαιῶν,0.1428364909345869,1,7,SSDDDA
126,iliad,1,306,Πηλεΐδης μέν ἐπί κλισίας καί νῆας ἐΐσας,0.0668183865707933,1,7,DDDSDA
127,iliad,1,307,ἤϊε σύν τε Μενοιτιάδῃ καί οἷς ἑτάροισιν,0.0227964046868802,1,7,DDDSDA
128,iliad,1,308,Ἀτρεΐδης δ ἄρα νῆα θοήν ἅλα δέ προέρυσσεν,0.1866031458046891,1,8,DDDDDA
129,iliad,1,310,βῆσε θεῷ ἀνά δέ Χρυσηΐδα καλλιπάρῃον,0.0605982412829853,1,6,DSDDDA
130,iliad,1,311,εἷσεν ἄγων ἐν δ ἀρχός ἔβη πολύμητις Ὀδυσσεύς,0.2299461560266645,1,8,DSDDDA
131,iliad,1,313,λαούς δ Ἀτρεΐδης ἀπολυμαίνεσθαι ἄνωγεν,0.0572717687327707,1,5,SDDSDA
132,iliad,1,315,ἕρδον δ Ἀπόλλωνι τεληέσσας ἑκατόμβας,0.1382884658073277,1,5,SSDSDA
133,iliad,1,318,ὥς οἵ μέν τά πένοντο κατά στρατόν οὐδ Ἀγαμέμνων,0.1704762580024113,1,9,SDDDDA
134,iliad,1,319,λῆγ ἔριδος τήν πρῶτον ἐπηπείλησ Ἀχιλῆϊ,0.083064296318041,1,6,DSDSDA
135,iliad,1,320,ἀλλ ὅ γε Ταλθύβιόν τε καί Εὐρυβάτην προσέειπε,0.3955397408509042,2,8,DDDDDA
136,iliad,1,322,ἔρχεσθον κλισίην Πηληϊάδεω Ἀχιλῆος,0.8358360359108566,2,4,SDSDDA
137,iliad,1,323,χειρός ἑλόντ ἀγέμεν Βρισηΐδα καλλιπάρῃον,0.3395033170128483,1,5,DDSDDA
138,iliad,1,328,Μυρμιδόνων δ ἐπί τε κλισίας καί νῆας ἱκέσθην,0.2309280483709204,1,8,DDDSDA
139,iliad,1,330,ἥμενον οὐδ ἄρα τώ γε ἰδών γήθησεν Ἀχιλλεύς,0.1805952001603565,1,8,DDDSDA
140,iliad,1,334,χαίρετε κήρυκες Διός ἄγγελοι ἠδέ καί ἀνδρῶν,0.1895122178722496,1,7,DSDDDA
141,iliad,1,335,ἆσσον ἴτ οὔ τί μοι ὔμμες ἐπαίτιοι ἀλλ Ἀγαμέμνων,0.1507922882211374,1,9,DDDDDA
142,iliad,1,336,ὅ σφῶϊ προΐει Βρισηΐδος εἵνεκα κούρης,0.1178964692187007,1,6,SDSDDA
143,iliad,1,337,ἀλλ ἄγε διογενές Πατρόκλεες ἔξαγε κούρην,0.601568752168538,1,6,DDSDDA
144,iliad,1,344,ὅππως οἱ παρά νηυσί σόοι μαχέοιντο Ἀχαιοί,0.1378924935763385,1,7,SDDDDA
145,iliad,1,345,ὥς φάτο Πάτροκλος δέ φίλῳ ἐπεπείθεθ ἑταίρῳ,0.9283073468884177,1,7,DSDDDA
146,iliad,1,346,ἐκ δ ἄγαγε κλισίης Βρισηΐδα καλλιπάρῃον,0.3958546618224093,1,6,DDSDDA
147,iliad,1,347,δῶκε δ ἄγειν τώ δ αὖτις ἴτην παρά νῆας Ἀχαιῶν,0.1833520055601266,1,10,DSDDDA
148,iliad,1,348,ἥ δ ἀέκουσ ἅμα τοῖσι γυνή κίεν αὐτάρ Ἀχιλλεύς,0.0961932739524691,1,9,DDDDDA
149,iliad,1,353,τιμήν πέρ μοι ὄφελλεν Ὀλύμπιος ἐγγυαλίξαι,0.1199341940051157,1,6,SDDDDA
150,iliad,1,354,Ζεύς ὑψιβρεμέτης νῦν δ οὐδέ με τυτθόν ἔτισεν,0.1061213449369746,1,8,SDSDDA
151,iliad,1,355,ἦ γάρ μ Ἀτρεΐδης εὐρύ κρείων Ἀγαμέμνων,0.676295617065889,2,7,SDSSDA
152,iliad,1,364,τήν δέ βαρύ στενάχων προσέφη πόδας ὠκύς Ἀχιλλεύς,1.839973972831585,1,8,DDDDDA
153,iliad,1,366,ᾠχόμεθ ἐς Θήβην ἱερήν πόλιν Ἠετίωνος,0.0624674144949427,2,6,DSDDDA
154,iliad,1,368,καί τά μέν εὖ δάσσαντο μετά σφίσιν υἷες Ἀχαιῶν,0.4070582413052782,1,9,DSDDDA
155,iliad,1,369,ἐκ δ ἕλον Ἀτρεΐδῃ Χρυσηΐδα καλλιπάρῃον,0.2669379473097004,2,6,DDSDDA
156,iliad,1,370,Χρύσης δ αὖθ ἱερεύς ἑκατηβόλου Ἀπόλλωνος,0.2485324318700431,2,6,SDDDSA
157,iliad,1,371,ἦλθε θοάς ἐπί νῆας Ἀχαιῶν χαλκοχιτώνων,2.5742910474468728,1,6,DDDSDA
158,iliad,1,373,στέμματ ἔχων ἐν χερσίν ἑκηβόλου Ἀπόλλωνος,0.4707531579025725,1,6,DSDDSA
159,iliad,1,374,χρυσέῳ ἀνά σκήπτρῳ καί λίσσετο πάντας Ἀχαιούς,0.1240345144826314,1,7,DSSDDA
160,iliad,1,375,Ἀτρεΐδα δέ μάλιστα δύω κοσμήτορε λαῶν,0.1728909644476338,1,6,DDDSDA
161,iliad,1,376,ἔνθ ἄλλοι μέν πάντες ἐπευφήμησαν Ἀχαιοί,0.3780287999924925,1,6,SSDSDA
162,iliad,1,378,ἀλλ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ,0.3083416622960951,2,6,SDDDDA
163,iliad,1,380,χωόμενος δ ὁ γέρων πάλιν ᾤχετο τοῖο δ Ἀπόλλων,0.056874131871264,1,9,DDDDDA
164,iliad,1,382,ἧκε δ ἐπ Ἀργείοισι κακόν βέλος οἵ δέ νυ λαοί,0.0727038123209792,1,10,DSDDDA
165,iliad,1,384,πάντῃ ἀνά στρατόν εὐρύν Ἀχαιῶν ἄμμι δέ μάντις,0.1121740899539002,1,8,DDDSDA
166,iliad,1,387,Ἀτρεΐωνα δ ἔπειτα χόλος λάβεν αἶψα δ ἀναστάς,0.0843546767074825,1,8,DDDDDA
167,iliad,1,389,τήν μέν γάρ σύν νηΐ θοῇ ἑλίκωπες Ἀχαιοί,0.3285290165291855,1,8,SSDDDA
168,iliad,1,390,ἐς Χρύσην πέμπουσιν ἄγουσι δέ δῶρα ἄνακτι,0.0529254483751422,1,7,SSDDDA
169,iliad,1,392,κούρην Βρισῆος τήν μοι δόσαν υἷες Ἀχαιῶν,0.0810495054585307,2,7,SSSDDA
170,iliad,1,394,ἐλθοῦσ Οὔλυμπον δέ Δία λίσαι εἴ ποτε δή τι,0.0693211624160015,2,9,SSDDDA
171,iliad,1,395,ἤ ἔπει ὤνησας κραδίην Διός ἠέ καί ἔργῳ,0.0591457331701703,1,8,DSDDDA
172,iliad,1,397,εὐχομένης ὅτ ἔφησθα κελαινεφέϊ Κρονίωνι,0.200739563722209,1,5,DDDDDA
173,iliad,1,399,ὁππότε μιν ξυνδῆσαι Ὀλύμπιοι ἤθελον ἄλλοι,0.1208305826402326,1,6,DSDDDA
174,iliad,1,400,Ἥρη τ ἠδέ Ποσειδάων καί Παλλάς Ἀθήνη,0.1665471615311679,4,7,SDSSDA
175,iliad,1,402,ὦχ ἑκατόγχειρον καλέσασ ἐς μακρόν Ὄλυμπον,0.4273531966627302,1,6,DSDSDA
176,iliad,1,403,ὅν Βριάρεων καλέουσι θεοί ἄνδρες δέ τε πάντες,0.1320293093518373,1,8,DDDSDA
177,iliad,1,404,Αἰγαίων ὅ γάρ αὖτε βίην οὗ πατρός ἀμείνων,0.0416970762977765,1,8,SDDSDA
178,iliad,1,405,ὅς ῥα παρά Κρονίωνι καθέζετο κύδεϊ γαίων,0.5071972514751587,1,7,DDDDDA
179,iliad,1,408,αἴ κέν πως ἐθέλῃσιν ἐπί Τρώεσσιν ἀρῆξαι,0.1126070440919946,1,7,SDDSDA
180,iliad,1,409,τούς δέ κατά πρύμνας τε καί ἀμφ ἅλα ἔλσαι Ἀχαιούς,0.180866134180993,1,10,DSDDDA
181,iliad,1,411,γνῷ δέ καί Ἀτρεΐδης εὐρύ κρείων Ἀγαμέμνων,1.2146693958993466,2,7,DDSSDA
182,iliad,1,412,ἥν ἄτην ὅ τ ἄριστον Ἀχαιῶν οὐδέν ἔτισεν,0.1856879943624466,1,8,SDDSDA
183,iliad,1,413,τόν δ ἠμείβετ ἔπειτα Θέτις κατά δάκρυ χέουσα,2.3113672711880118,1,8,SDDDDA
184,iliad,1,419,τοῦτο δέ τοι ἐρέουσα ἔπος Διί τερπικεραύνῳ,0.1391657404225496,1,7,DDDDDA
185,iliad,1,420,εἶμ αὐτή πρός Ὄλυμπον ἀγάννιφον αἴ κε πίθηται,0.1530315593324677,1,8,SDDDDA
186,iliad,1,422,μήνι Ἀχαιοῖσιν πολέμου δ ἀποπαύεο πάμπαν,0.0566668735324568,1,6,DSDDDA
187,iliad,1,423,Ζεύς γάρ ἐς Ὠκεανόν μετ ἀμύμονας Αἰθιοπῆας,0.0527881890062164,3,7,DDDDDA
188,iliad,1,425,δωδεκάτῃ δέ τοι αὖτις ἐλεύσεται Οὔλυμπον δέ,0.1090520134518171,1,7,DDDDSA
189,iliad,1,426,καί τότ ἔπειτά τοι εἶμι Διός ποτί χαλκοβατές δῶ,0.1171007117689859,1,9,DDDDDA
190,iliad,1,430,τήν ῥα βίῃ ἀέκοντος ἀπηύρων αὐτάρ Ὀδυσσεύς,0.1243349976559182,1,7,DDDSDA
191,iliad,1,431,ἐς Χρύσην ἵκανεν ἄγων ἱερήν ἑκατόμβην,0.1978125760970807,1,6,SSDDDA
192,iliad,1,438,ἐκ δ ἑκατόμβην βῆσαν ἑκηβόλῳ Ἀπόλλωνι,0.48413557192732,1,6,DSDDSA
193,iliad,1,439,ἐκ δέ Χρυσηΐς νηός βῆ ποντοπόροιο,0.0695132161302714,1,6,SSSSDA
